,jobid,machine,date,sim type,nt,pauli twirling,dynamic decoupling,epsilon,mass,counts bare,counts mitigated
44,cer3g3oc7aa76laosflg,ibmq_jakarta,2023-01-04 20:58:54.045978,rescaling,1,True,False,0.3,1.0,"{'0x0': 541, '0x1': 199, '0x2': 85, '0x3': 213, '0x4': 171, '0x5': 519, '0x6': 191, '0x7': 81}","{'0x0': 0.29174295350814755, '0x1': 0.025474788957851845, '0x2': 0.01602938031943709, '0x3': 0.1687600608190427, '0x4': 0.023037689121202413, '0x5': 0.2958251544933843, '0x6': 0.15551830985257484, '0x7': 0.023611662928359287}"
45,cer3g3oc7aa76laosflg,ibmq_jakarta,2023-01-04 20:58:54.045978,rescaling,1,True,False,0.3,1.0,"{'0x0': 568, '0x1': 182, '0x2': 108, '0x3': 215, '0x4': 191, '0x5': 482, '0x6': 178, '0x7': 76}","{'0x0': 0.29953346627141075, '0x1': 0.015204899454700604, '0x2': 0.0342090905955319, '0x3': 0.17154694469251267, '0x4': 0.04087085933878787, '0x5': 0.2740611046054305, '0x6': 0.1420372913163463, '0x7': 0.022536343725279396}"
46,cer3g3oc7aa76laosflg,ibmq_jakarta,2023-01-04 20:58:54.045978,rescaling,1,True,False,0.3,1.0,"{'0x0': 577, '0x1': 203, '0x2': 89, '0x3': 223, '0x4': 170, '0x5': 488, '0x6': 191, '0x7': 59}","{'0x0': 0.3119750146584709, '0x1': 0.024391460615674015, '0x2': 0.016196790304260026, '0x3': 0.177967053458147, '0x4': 0.022646897812149003, '0x5': 0.28439322032029957, '0x6': 0.15625651799328696, '0x7': 0.006173044837712529}"
47,cer3g3oc7aa76laosflg,ibmq_jakarta,2023-01-04 20:58:54.045978,rescaling,1,True,False,0.3,1.0,"{'0x0': 533, '0x1': 231, '0x2': 90, '0x3': 198, '0x4': 172, '0x5': 524, '0x6': 190, '0x7': 62}","{'0x0': 0.28424392527733744, '0x1': 0.0499404585478662, '0x2': 0.021625989497301233, '0x3': 0.15359169724584504, '0x4': 0.023712770295061966, '0x5': 0.305655959432848, '0x6': 0.15514973327267625, '0x7': 0.006079466431063916}"
48,cer3g3oc7aa76laosflg,ibmq_jakarta,2023-01-04 20:58:54.045978,rescaling,1,True,False,0.3,1.0,"{'0x0': 609, '0x1': 193, '0x2': 90, '0x3': 204, '0x4': 144, '0x5': 498, '0x6': 197, '0x7': 65}","{'0x0': 0.3315976701972167, '0x1': 0.02437473615549817, '0x2': 0.014716576655581333, '0x3': 0.16195416087507586, '0x4': 0.003997087564792934, '0x5': 0.2889316049835911, '0x6': 0.16367951567284422, '0x7': 0.01074864789539965}"
49,cer3g3oc7aa76laosflg,ibmq_jakarta,2023-01-04 20:58:54.045978,rescaling,1,True,False,0.3,1.0,"{'0x0': 500, '0x1': 197, '0x2': 93, '0x3': 218, '0x4': 175, '0x5': 541, '0x6': 209, '0x7': 67}","{'0x0': 0.2647037513821412, '0x1': 0.022307174166709524, '0x2': 0.025416075841432705, '0x3': 0.17373399586304425, '0x4': 0.01857950258416416, '0x5': 0.31492239237980557, '0x6': 0.1717773166440121, '0x7': 0.008559791138690423}"
50,cer3g3oc7aa76laosflg,ibmq_jakarta,2023-01-04 20:58:54.045978,rescaling,1,True,False,0.3,1.0,"{'0x0': 534, '0x1': 191, '0x2': 84, '0x3': 206, '0x4': 174, '0x5': 507, '0x6': 228, '0x7': 76}","{'0x0': 0.288485121277527, '0x1': 0.023419892154002548, '0x2': 0.014480642799986369, '0x3': 0.16347278450374725, '0x4': 0.011797057443847533, '0x5': 0.29040049322718725, '0x6': 0.18858859884250775, '0x7': 0.019355409751194458}"
51,cer3g3oc7aa76laosflg,ibmq_jakarta,2023-01-04 20:58:54.045978,rescaling,1,True,False,0.3,1.0,"{'0x0': 534, '0x1': 184, '0x2': 106, '0x3': 191, '0x4': 183, '0x5': 497, '0x6': 220, '0x7': 85}","{'0x0': 0.28038702365022977, '0x1': 0.025085095961970186, '0x2': 0.03437618879396019, '0x3': 0.15001013232910293, '0x4': 0.02071172155959117, '0x5': 0.28059271560476573, '0x6': 0.18011183054563906, '0x7': 0.028725291554740975}"
52,cer3g3oc7aa76laosflg,ibmq_jakarta,2023-01-04 20:58:54.045978,rescaling,1,True,False,0.3,1.0,"{'0x0': 607, '0x1': 197, '0x2': 89, '0x3': 196, '0x4': 189, '0x5': 476, '0x6': 185, '0x7': 61}","{'0x0': 0.3291011623944281, '0x1': 0.030236768848214694, '0x2': 0.014933856952452005, '0x3': 0.15467391220634186, '0x4': 0.03674240992855689, '0x5': 0.2757145306236721, '0x6': 0.14917256540484808, '0x7': 0.009424793641486217}"
53,cer3g3oc7aa76laosflg,ibmq_jakarta,2023-01-04 20:58:54.045978,rescaling,1,True,False,0.3,1.0,"{'0x0': 554, '0x1': 182, '0x2': 94, '0x3': 190, '0x4': 206, '0x5': 494, '0x6': 198, '0x7': 82}","{'0x0': 0.29560478147762737, '0x1': 0.023891986983856955, '0x2': 0.023329062692200066, '0x3': 0.1496736406401039, '0x4': 0.04279870778765575, '0x5': 0.2792796153259515, '0x6': 0.158641955968892, '0x7': 0.026780249123712414}"
